actual,proposed
0.30000463128089905,0.30000001192092896
0.3015044629573822,0.30000001192092896
0.30300432443618774,0.30000001192092896
0.3045041859149933,0.30000001192092896
0.30600404739379883,0.30000001192092896
0.30750390887260437,0.30000001192092896
0.3090038001537323,0.30000001192092896
0.15238399803638458,0.25676238536834717
0.15276455879211426,0.2585524320602417
0.15529286861419678,0.2568098306655884
0.15776026248931885,0.2580665647983551
0.1601690798997879,0.2567768096923828
0.15519747138023376,0.2490653395652771
0.1531791090965271,0.2532692551612854
0.1467219442129135,0.25124263763427734
0.13588865101337433,0.24946020543575287
0.12945690751075745,0.2477778196334839
0.11864502727985382,0.2469884157180786
0.10351292043924332,0.24456502497196198
0.0841178223490715,0.2525581419467926
0.06923216581344604,0.23442286252975464
0.05006934329867363,0.23546473681926727
0.026684356853365898,0.22003190219402313
0.003488851711153984,0.22362253069877625
0.0,0.2240220010280609
0.0,0.21822506189346313
0.0,0.21258902549743652
0.0,0.20787888765335083
0.0,0.2032833844423294
0.0,0.1972636878490448
0.0,0.215572327375412
0.0,0.1298900544643402
0.0,0.18764957785606384
0.0,0.17406845092773438
0.0,0.17663250863552094
0.0,0.1699964553117752
0.0,0.1679706573486328
0.0,0.1647840440273285
0.0,0.16101616621017456
0.0,0.14870354533195496
0.0,0.14728456735610962
0.0,0.13718731701374054
0.0,0.14425480365753174
0.0,0.12984126806259155
0.0,0.1351170837879181
0.0,0.12280817329883575
0.0,0.12529149651527405
0.0,0.12221365422010422
0.0,0.11580353230237961
0.0,0.11453429609537125
0.0,0.11113385856151581
0.0,0.11227728426456451
0.0,0.10590148717164993
0.0,0.10559510439634323
0.0,0.11215807497501373
0.0,0.10177131742238998
0.0,0.10763523727655411
0.0,0.10013438016176224
0.0,0.10436584055423737
0.0,0.10353730618953705
0.0,0.0
0.0,0.10288384556770325
0.0,0.10091665387153625
0.0,0.10158532112836838
0.0,0.10271381586790085
0.0,0.10493406653404236
0.0,0.30000001192092896
0.0,0.20503376424312592
0.00997406430542469,0.19977234303951263
0.022319070994853973,0.20116376876831055
0.043141577392816544,0.20496580004692078
0.05925390496850014,0.20414318144321442
0.075090691447258,0.20997776091098785
0.09938178211450577,0.21089500188827515
0.11894083023071289,0.21464936435222626
0.1294858455657959,0.21632936596870422
0.15294551849365234,0.21825484931468964
0.1629919409751892,0.22048357129096985
0.17725719511508942,0.22255434095859528
0.19132819771766663,0.22465933859348297
0.20085477828979492,0.22628672420978546
0.20590564608573914,0.2272462397813797
0.2109055519104004,0.2281259149312973
0.22021591663360596,0.2298564314842224
0.2207016497850418,0.2313336879014969
0.22556547820568085,0.23178629577159882
0.2260282337665558,0.2320099174976349
0.22215233743190765,0.274840384721756
0.20591920614242554,0.2310224175453186
0.20239366590976715,0.23081202805042267
0.1858556866645813,0.2289915382862091
0.17391927540302277,0.22770875692367554
0.1577950268983841,0.2259228229522705
0.13753558695316315,0.2230810672044754
0.11754992604255676,0.2210848331451416
0.09782540798187256,0.2192101627588272
0.07399089634418488,0.2162344753742218
0.04609508067369461,0.20711523294448853
0.018543172627687454,0.2078610211610794
3.7017241993453354e-05,0.20734067261219025
0.0,0.19703613221645355
0.0,0.19282568991184235
0.0,0.19190029799938202
0.0,0.18330590426921844
0.0,0.17542079091072083
0.0,0.17011027038097382
0.0,0.17239637672901154
0.0,0.15602360665798187
0.0,0.15195930004119873
0.0,0.15160557627677917
0.0,0.1458858847618103
0.0,0.13311968743801117
0.0,0.11983852088451385
0.0,0.13101710379123688
0.0,0.11154939234256744
0.0,0.10456863790750504
0.0,0.10786912590265274
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10156599432229996
0.0,0.0
0.0,0.0
0.0,0.17841419577598572
0.0,0.17473204433918
0.0,0.1803590953350067
0.0,0.18168938159942627
0.0,0.1798643171787262
0.0,0.1883517950773239
0.0,0.17457067966461182
0.0,0.1814676821231842
0.0,0.1861708164215088
0.0,0.1873728632926941
0.0,0.1895553171634674
0.0,0.19186466932296753
0.0,0.19125379621982574
0.0,0.19263537228107452
0.0,0.18668678402900696
0.004526791628450155,0.19376711547374725
0.014730039983987808,0.1948634684085846
0.024763567373156548,0.19600798189640045
0.030275912955403328,0.19664381444454193
0.031334370374679565,0.19684050977230072
0.036721475422382355,0.19723761081695557
0.037659935653209686,0.19760750234127045
0.03857304900884628,0.19759595394134521
0.04817967116832733,0.1988273411989212
0.05328323692083359,0.199776291847229
0.06266822665929794,0.20110653340816498
0.050709523260593414,0.19927778840065002
0.03832881897687912,0.19739772379398346
0.030473140999674797,0.19695667922496796
0.027074240148067474,0.1965734213590622
0.019349420443177223,0.19468536972999573
0.01607506535947323,0.19427019357681274
0.012827565893530846,0.19403645396232605
0.006347143556922674,0.10705366730690002
0.0031744157895445824,0.19447624683380127
0.0,0.18750450015068054
0.0,0.19110871851444244
0.0,0.18827024102210999
0.0,0.18823017179965973
0.0,0.1883162260055542
0.24316257238388062,0.18682006001472473
0.24158048629760742,0.30000001192092896
0.240006223320961,0.2874651253223419
0.238438680768013,0.28859755396842957
0.2412363886833191,0.28715047240257263
0.23962022364139557,0.28844866156578064
0.23801171779632568,0.2882032096385956
0.23641033470630646,0.2893957793712616
0.23481501638889313,0.2885280251502991
0.2332252711057663,0.28735947608947754
0.23164063692092896,0.29215118288993835
0.21546685695648193,0.27676185965538025
0.2053537666797638,0.2882719933986664
0.19535592198371887,0.2820498049259186
0.18110856413841248,0.2824707329273224
0.16702581942081451,0.2857834994792938
0.15309925377368927,0.28131887316703796
0.13932135701179504,0.26834961771965027
0.12132584303617477,0.2812669277191162
0.10352461785078049,0.26322782039642334
0.08154941350221634,0.2685716450214386
0.06416923552751541,0.27043741941452026
0.03823497146368027,0.2679617404937744
0.012577012181282043,0.25130796432495117
0.0,0.260425329208374
0.0,0.2473502904176712
0.0,0.2468758523464203
0.0,0.24057891964912415
0.0,0.23652441799640656
0.0,0.228782057762146
0.0,0.22861385345458984
0.0,0.22555886209011078
0.0,0.21237489581108093
0.0,0.21090522408485413
0.0,0.20166419446468353
0.0,0.20142972469329834
0.0,0.1997421830892563
0.0,0.19198615849018097
0.0,0.1891128420829773
0.0,0.18159180879592896
0.0,0.17239773273468018
0.0,0.17115576565265656
0.0,0.16905653476715088
0.0,0.1619734913110733
0.0,0.16056016087532043
0.0,0.30000001192092896
0.0,0.2528364658355713
0.0,0.2536971867084503
0.0,0.25821244716644287
0.0,0.2541201114654541
0.0,0.24519488215446472
0.0,0.2488565891981125
0.0,0.24777458608150482
0.0,0.24964900314807892
0.0,0.24580569565296173
0.0,0.24648550152778625
0.0,0.2476460337638855
0.0,0.2425471544265747
0.0,0.24842025339603424
0.0,0.2554847002029419
0.0,0.2320590764284134
0.0,0.2478799819946289
0.0,0.24337930977344513
0.0,0.24494129419326782
0.0,0.2435399740934372
0.0,0.24321413040161133
0.0,0.24835605919361115
0.0,0.24998463690280914
0.0,0.24339066445827484
0.0,0.1960739940404892
0.0,0.2367299497127533
0.0,0.23656916618347168
0.0,0.23537962138652802
0.09990354627370834,0.23399391770362854
0.0964675024151802,0.30000001192092896
0.10679329186677933,0.30000001192092896
0.1073642298579216,0.30000001192092896
0.11220724880695343,0.30000001192092896
0.11254680156707764,0.30000001192092896
0.1171669065952301,0.30000001192092896
0.1172918826341629,0.30000001192092896
0.11734601855278015,0.30000001192092896
0.12169082462787628,0.30000001192092896
0.11719101667404175,0.299314945936203
0.0993848368525505,0.30000001192092896
0.09493425488471985,0.30000001192092896
0.0861181765794754,0.30000001192092896
0.07735525071620941,0.2998184561729431
0.06864213943481445,0.297611266374588
0.05561661347746849,0.2989319860935211
0.04269520938396454,0.29612061381340027
0.029871657490730286,0.29178300499916077
0.021500252187252045,0.28672754764556885
0.004835963249206543,0.2848165035247803
0.18126925826072693,0.29170551896095276
0.17852817475795746,0.30000001192092896
0.17804427444934845,0.30000001192092896
0.17546765506267548,0.30000001192092896
0.17300528287887573,0.30000001192092896
0.15865902602672577,0.30000001192092896
0.13648511469364166,0.30000001192092896
0.12547548115253448,0.2989940941333771
0.11015394330024719,0.30000001192092896
0.09057701379060745,0.30000001192092896
0.07987604290246964,0.30000001192092896
0.0648445338010788,0.30000001192092896
0.04553968459367752,0.30000001192092896
0.030735261738300323,0.30000001192092896
0.016003474593162537,0.30000001192092896
0.00569842429831624,0.30000001192092896
0.0,0.30000001192092896
0.0,0.2014448493719101
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.2960004508495331
0.0,0.2889232039451599
0.0,0.2934502363204956
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.2976015508174896
0.0,0.281724214553833
0.0,0.27070900797843933
0.0,0.2819921374320984
0.0,0.2782597243785858
0.0,0.27859580516815186
0.0,0.2624236047267914
0.0,0.2701285183429718
0.0,0.2693767845630646
0.0,0.261543333530426
0.0,0.261631578207016
0.0,0.26213696599006653
0.0,0.2602262794971466
0.0,0.2545834183692932
0.0,0.25499168038368225
0.0,0.2638200521469116
0.0,0.2316218614578247
0.0,0.24313797056674957
0.0,0.25395894050598145
0.0,0.24560363590717316
0.0,0.24926935136318207
0.0,0.25408118963241577
0.0,0.2333347052335739
0.0,0.24557404220104218
0.0,0.24637988209724426
0.0,0.23388619720935822
0.0,0.24159091711044312
0.0,0.23942820727825165
0.0,0.23917816579341888
0.0,0.24122676253318787
0.0,0.23687782883644104
0.0,0.23461754620075226
0.0,0.23162734508514404
0.0,0.23965376615524292
0.0,0.21645286679267883
0.0,0.23358485102653503
0.0,0.2254117876291275
0.0,0.23509147763252258
0.0,0.21752652525901794
0.0,0.23218943178653717
0.0,0.2215377241373062
0.0,0.2250111699104309
0.0,0.225450336933136
0.0,0.22661249339580536
0.0,0.22843055427074432
0.0,0.22050043940544128
0.0,0.22525857388973236
0.0,0.21458393335342407
0.0,0.2193530946969986
0.0,0.21961982548236847
0.0,0.2198464423418045
0.0,0.21772627532482147
0.0,0.21530510485172272
0.0,0.2155013084411621
0.0,0.21629686653614044
0.0,0.22054098546504974
0.0,0.20757324993610382
0.0,0.21334604918956757
0.0,0.21434473991394043
0.0,0.21428216993808746
0.0,0.2130144089460373
0.0,0.2132464200258255
0.0,0.2131427526473999
0.0,0.21161594986915588
0.0,0.211870476603508
0.0,0.21339625120162964
0.0,0.211563378572464
0.0,0.2114378809928894
0.0,0.21209107339382172
0.0,0.21136006712913513
0.0,0.21130497753620148
0.0,0.21047288179397583
0.0,0.21167176961898804
0.0,0.21158462762832642
0.0,0.2119034230709076
0.0,0.21139629185199738
0.0,0.21207478642463684
0.0,0.21224957704544067
0.0,0.2117411494255066
0.0,0.21180181205272675
0.0,0.21090683341026306
0.0,0.21128004789352417
0.0,0.21035033464431763
0.0,0.21076466143131256
0.0,0.2093159556388855
0.0,0.20961993932724
0.0,0.20961816608905792
0.0,0.20921319723129272
0.0,0.2093716412782669
0.0,0.20801503956317902
0.0,0.20922160148620605
0.0,0.2090732753276825
0.0,0.20838060975074768
0.0,0.20929507911205292
0.0,0.2088421881198883
0.0,0.2067509889602661
0.0,0.20844006538391113
0.0,0.20875413715839386
0.0,0.20913346111774445
0.0,0.21001897752285004
0.0,0.21126364171504974
0.0,0.21135257184505463
0.0,0.21138305962085724
0.0,0.2119091898202896
0.0,0.21159036457538605
0.0,0.21208471059799194
0.0,0.21257472038269043
0.0,0.21204383671283722
0.0,0.21130715310573578
0.0,0.21213819086551666
0.0,0.2132057547569275
0.0,0.21320591866970062
0.0,0.21229492127895355
0.0,0.2171054631471634
0.0,0.21342241764068604
0.0,0.21379037201404572
0.0,0.21420855820178986
0.0,0.21371905505657196
0.0,0.213754802942276
0.0,0.2134808897972107
0.0,0.2146826833486557
0.0,0.2139039933681488
0.0,0.21659080684185028
0.0,0.21591821312904358
0.0,0.21685189008712769
0.0,0.2172391712665558
0.0,0.21701082587242126
0.0,0.2170538455247879
0.0,0.2175808995962143
0.0,0.21741974353790283
0.0,0.2197311967611313
0.0,0.21711383759975433
0.0,0.21971014142036438
0.0,0.2271466851234436
0.0,0.21959349513053894
0.0,0.21894384920597076
0.0,0.22004690766334534
0.0,0.21945057809352875
0.0,0.219414621591568
0.0,0.21898438036441803
0.0,0.2188359498977661
0.0,0.21890845894813538
0.0,0.21946844458580017
0.0,0.22020015120506287
0.0,0.21986046433448792
0.0,0.22076071798801422
0.0,0.22274239361286163
0.0,0.2212532013654709
0.0,0.2219502478837967
0.0,0.22184239327907562
0.0,0.22100332379341125
0.0,0.22049325704574585
0.0,0.21956278383731842
0.0,0.21942241489887238
0.0,0.21979902684688568
0.0,0.2200215458869934
0.0,0.22041749954223633
0.0,0.22094500064849854
0.0,0.22018985450267792
0.0,0.22184494137763977
0.0,0.2227053940296173
0.034712374210357666,0.2244725227355957
0.042439479380846024,0.22847381234169006
0.04572610557079315,0.23000124096870422
0.030574148520827293,0.22744296491146088
0.029749134555459023,0.2266751080751419
0.04203343018889427,0.22766952216625214
0.053143613040447235,0.23000352084636688
0.05210097134113312,0.2305259257555008
0.05880187451839447,0.23126725852489471
0.06212584301829338,0.23149512708187103
0.0523567870259285,0.23222018778324127
0.05147133022546768,0.23005250096321106
0.05498243495821953,0.23173083364963531
0.04975228011608124,0.23446960747241974
0.044619932770729065,0.2319585233926773
0.04394059255719185,0.23141789436340332
0.03893176466226578,0.23141859471797943
0.03401174023747444,0.230857253074646
0.024817639961838722,0.230657160282135
0.015765562653541565,0.2294415682554245
0.011207487434148788,0.22840078175067902
0.006718310993164778,0.22787535190582275
0.0,0.22729088366031647
0.0,0.22620555758476257
0.0,0.22493818402290344
0.0,0.22445450723171234
0.0,0.22329914569854736
0.0,0.22117599844932556
0.0,0.2202012836933136
0.0,0.21878351271152496
0.0,0.2185470461845398
0.0,0.21584691107273102
0.0,0.21367432177066803
0.0,0.2126373052597046
0.0,0.16347666084766388
0.0,0.17456789314746857
0.0,0.20523491501808167
0.0,0.2045300006866455
0.0,0.20509982109069824
0.0,0.20309589803218842
0.0,0.2002248913049698
0.0,0.19834525883197784
0.0,0.19619500637054443
0.0,0.19555354118347168
0.0,0.19528184831142426
0.0,0.19504337012767792
0.0,0.19504627585411072
0.0,0.19498932361602783
0.0,0.1951199322938919
0.0,0.19294065237045288
0.0,0.19213460385799408
0.0,0.19262738525867462
0.0,0.19116851687431335
0.0,0.18967197835445404
0.0,0.18851086497306824
0.0,0.18783028423786163
0.0,0.18626245856285095
0.0,0.18817615509033203
0.0,0.18610142171382904
0.0,0.18576648831367493
0.0,0.186045303940773
0.0,0.1849081814289093
0.0,0.1853512078523636
0.0,0.18265527486801147
0.0,0.18525439500808716
0.0,0.18521729111671448
0.0,0.18534840643405914
0.0,0.18578176200389862
0.0,0.1858993023633957
0.0,0.1848773956298828
0.0,0.1852683275938034
0.0,0.1859826147556305
0.0,0.18580380082130432
0.0,0.18615293502807617
0.0,0.18927235901355743
0.0,0.18878814578056335
0.0,0.190280482172966
0.0,0.19061464071273804
